name,yearkm_driven,fuel,seller_type,transmission,owner,selling_price
Tata Hexa XM,201750000,Diesel,Individual,,First Owner,1000000
Honda Mobilio E i DTEC,2017116000,Diesel,Individual,,First Owner,660000
Maruti Ertiga ZDI,2015100000,Diesel,Individual,,First Owner,716000
Maruti Ciaz ZXi Plus,201566000,Petrol,Individual,,First Owner,675000
Mahindra Scorpio LX,2010110000,Diesel,Individual,,Third Owner,385000
Fiat Grande Punto EVO 1.3 Dynamic,201470000,Diesel,Individual,,First Owner,325000
Hyundai Creta 1.6 CRDi SX Option,201560000,Diesel,Individual,,First Owner,950000
Ford Endeavour Hurricane Limited Edition,2007110000,Diesel,Individual,,Fourth & Above Owner,400000
Tata Indica Vista TDI LS,201425000,Diesel,Individual,,First Owner,250000
Land Rover Discovery S 2.0 SD4,201868000,Petrol,Individual,,First Owner,4000000
Maruti Alto 800 LXI,201420000,Petrol,Individual,,First Owner,210000
Hyundai i10 Era 1.1 iTech SE,2011110000,Petrol,Individual,,Second Owner,147000
Maruti Vitara Brezza VDi Option,201826350,Diesel,Individual,,First Owner,725000
Mahindra Scorpio SLE BSIV,201290000,Diesel,Individual,,First Owner,550000
Hyundai i20 Sportz Option 1.2,201625000,Petrol,Individual,,First Owner,475000
Hyundai Santro Xing GLS,201450000,Petrol,Individual,,Second Owner,250000
Tata Indica LSI,200660000,Petrol,Individual,,Second Owner,70000
Hyundai EON Era Plus,201270000,Petrol,Individual,,Third Owner,160000
Ford Endeavour 3.0L 4X4 AT,201190000,Diesel,Individual,,Second Owner,1000000
Hyundai Santro LE zipPlus,200170000,Petrol,Individual,,First Owner,68000
Hyundai Grand i10 1.2 Kappa Asta,201726500,Petrol,Individual,,First Owner,500000
Tata Indigo CR4,201360000,Diesel,Individual,,First Owner,170000
Mahindra Scorpio S11 BSIV,201835000,Diesel,Individual,,First Owner,1300000
Hyundai Creta 1.4 EX Diesel,202010000,Diesel,Individual,,First Owner,1050000
Maruti Ritz LXI,200915000,Petrol,Individual,,First Owner,300000
Hyundai i20 Magna 1.2,201625000,Petrol,Individual,,First Owner,600000
Hyundai Verna CRDi 1.6 SX,201750000,Diesel,Individual,,First Owner,900000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,201925000,Petrol,Individual,,First Owner,550000
Maruti Alto LX,200752000,Petrol,Individual,,Second Owner,100000
Honda Brio 1.2 S MT,201715000,Petrol,Individual,,First Owner,400000
Tata Nano Lx,201120000,Petrol,Individual,,First Owner,120000
Hyundai i20 Asta 1.4 CRDi,201390000,Diesel,Individual,,First Owner,300000
Tata Indigo LX,201160000,Diesel,Individual,,Second Owner,140000
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,201523000,Petrol,Individual,,First Owner,640000
Maruti Alto K10 VXI,201822155,Petrol,Individual,,First Owner,380000
Tata Nano Lx,201120000,Petrol,Individual,,First Owner,120000
Maruti Ciaz 1.4 Delta,201870000,Petrol,Individual,,First Owner,650000
Maruti Alto LX,200960000,Petrol,Individual,,Second Owner,150000
Ford Figo Aspire 1.2 Ti-VCT Trend,201835000,Petrol,Individual,,First Owner,550000
Mahindra XUV500 W8 4WD,201271042,Diesel,Dealer,,First Owner,650000
Mitsubishi Pajero Sport 4X4,2012167870,Diesel,Dealer,,Second Owner,1025000
Ford Fiesta 1.5 TDCi Titanium,2011133564,Diesel,Dealer,,First Owner,195000
Mercedes-Benz C-Class Progressive C 220d,201810000,Diesel,Dealer,,First Owner,3800000
BMW 3 Series 320d Sport,201340000,Diesel,Dealer,,First Owner,1490000
BMW X5 xDrive 30d xLine,201930000,Diesel,Dealer,,First Owner,4950000
Honda City i-VTEC CVT ZX,201823038,Petrol,Trustmark Dealer,,First Owner,1140000
Chevrolet Beat Diesel LS,201170000,Diesel,Individual,,First Owner,95000
BMW 3 Series GT Luxury Line,201730000,Diesel,Individual,,First Owner,3050000
Hyundai Grand i10 1.2 Kappa Magna AT,201719890,Petrol,Dealer,,First Owner,550000
Maruti Ertiga VXI,201511918,Petrol,Trustmark Dealer,,First Owner,625000
Hyundai Grand i10 Magna AT,201710510,Petrol,Dealer,,First Owner,520000
Chevrolet Beat LT Option,201641000,Petrol,Dealer,,First Owner,239000
Toyota Fortuner 4x2 AT,201747162,Diesel,Trustmark Dealer,,First Owner,2600000
Hyundai i10 Magna,201249824,Petrol,Dealer,,First Owner,229999
Audi A6 2.0 TDI Premium Plus,201358500,Diesel,Dealer,,First Owner,1300000
Maruti Baleno Delta 1.2,201743608,Petrol,Trustmark Dealer,,First Owner,585000
Maruti Baleno Alpha CVT,201811212,Petrol,Trustmark Dealer,,First Owner,825000
Hyundai i20 1.4 Magna Executive,201352000,Diesel,Dealer,,First Owner,280000
Maruti Baleno Zeta,201649217,Petrol,Trustmark Dealer,,First Owner,725000
Mahindra Verito 1.5 D4 BSIV,201590000,Diesel,Individual,,First Owner,300000
Hyundai Xcent 1.2 Kappa S,201570000,Petrol,Individual,,First Owner,375000
Honda City VTEC,200390000,Petrol,Individual,,Fourth & Above Owner,310000
Maruti Swift Dzire VDi,2011190000,Diesel,Individual,,Third Owner,375000
Ford Endeavour 3.2 Titanium AT 4X4,2016106000,Diesel,Individual,,First Owner,1950000
Tata Xenon XT EX 4X2,201280000,Diesel,Individual,,Second Owner,400000
Nissan Terrano XL Plus 85 PS,201480000,Diesel,Individual,,Second Owner,550000
Maruti Eeco 7 Seater Standard BSIV,201820000,Petrol,Individual,,First Owner,270000
Maruti Ertiga ZDI,2012110000,Diesel,Individual,,Second Owner,555000
Ford Ecosport 1.5 DV5 MT Ambiente,201360000,Diesel,Individual,,Second Owner,500000
Skoda Laura Elegance 1.9 TDI  AT,2010130000,Diesel,Individual,,Second Owner,400000
Hyundai EON 1.0 Era Plus,201728838,Petrol,Individual,,First Owner,280000
Tata Indica GLS BS IV,2008200000,Petrol,Individual,,First Owner,80000
Tata Indica DLS,2006100000,Diesel,Individual,,First Owner,55000
Maruti Alto 800 LXI Airbag,201450000,Petrol,Individual,,First Owner,250000
Mahindra Bolero SLX 2WD,2010190000,Diesel,Individual,,Fourth & Above Owner,250000
Mahindra Jeep MM 540,2007100000,Diesel,Individual,,Second Owner,95000
Mahindra Scorpio 1.99 S10,2014135000,Diesel,Individual,,Second Owner,725000
Mahindra Bolero Power Plus Plus AC BSIV PS,201550000,Diesel,Individual,,Third Owner,320000
Skoda Octavia Elegance 2.0 TDI AT,2014135000,Diesel,Individual,,Third Owner,1200000
Chevrolet Beat Diesel LS,201250000,Diesel,Individual,,First Owner,160000
Honda Jazz 1.5 VX i DTEC,201819571,Diesel,Dealer,,First Owner,790000
Honda City i-VTEC ZX,201829600,Petrol,Dealer,,First Owner,1200000
Maruti Swift LXI,201170000,Petrol,Individual,,First Owner,175000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,201815000,Diesel,Individual,,First Owner,950000
Maruti Celerio LXI MT BSIV,201950000,Petrol,Individual,,First Owner,340000
Renault Captur 1.5 Diesel RXT,201713500,Diesel,Individual,,First Owner,825000
Audi A4 30 TFSI Technology,201822000,Petrol,Individual,,First Owner,3100000
Honda Amaze VX Diesel BSIV,201825000,Diesel,Dealer,,First Owner,780000
Toyota Corolla Altis 1.8 VL AT,201080000,Petrol,Individual,,Third Owner,350000
Honda Amaze VX Petrol BSIV,201839000,Petrol,Dealer,,First Owner,690000
Maruti Alto 800 VXI,201660000,Petrol,Individual,,First Owner,245000
Honda Amaze VX Diesel BSIV,201849000,Diesel,Dealer,,First Owner,790000
Honda Amaze VX i-VTEC,201848600,Petrol,Dealer,,First Owner,680000
Hyundai Grand i10 Asta Option,201720000,Petrol,Individual,,Second Owner,540000
Mahindra KUV 100 mFALCON G80 K2,201625000,Petrol,Individual,,First Owner,425000
Maruti Zen Estilo Sports,2008120000,Petrol,Individual,,First Owner,140000
Maruti Ertiga ZDI Plus,201930000,Diesel,Individual,,First Owner,1100000
Renault Lodgy 85PS RxL,201535000,Diesel,Individual,,First Owner,715000
Audi A4 3.0 TDI Quattro,201386000,Diesel,Dealer,,First Owner,1580000
Audi Q3 2.0 TDI Quattro Premium Plus,2015127643,Diesel,Dealer,,First Owner,1750000
Tata Zest Revotron 1.2T XMS,201854000,Petrol,Dealer,,Second Owner,400000
Audi A6 2.0 TDI  Design Edition,2014102354,Diesel,Dealer,,First Owner,1750000
Audi Q5 2.0 TFSI Quattro Premium Plus,201462237,Petrol,Dealer,,First Owner,1850000
Hyundai Santro Xing XL eRLX Euro III,200590000,Petrol,Dealer,,Second Owner,114999
Ford EcoSport 1.5 TDCi Titanium BSIV,201821394,Diesel,Dealer,,First Owner,950000
Datsun GO T Petrol,201532686,Petrol,Dealer,,First Owner,310000
Mahindra Jeep CJ 500 DI,20061001,Diesel,Dealer,,First Owner,575000
Renault Pulse RxZ,201722000,Diesel,Dealer,,First Owner,490000
Hyundai Grand i10 Magna,201753261,Petrol,Dealer,,First Owner,480000
Land Rover Discovery Sport SD4 HSE Luxury,201653000,Diesel,Dealer,,First Owner,3500000
Renault KWID 1.0 RXT Optional,201810000,Petrol,Dealer,,First Owner,370000
Maruti Baleno Alpha 1.3,201714000,Diesel,Dealer,,First Owner,835000
Volkswagen Polo 2015-2019 1.2 MPI Highline,201744000,Petrol,Dealer,,First Owner,650000
Toyota Etios VD,201439895,Diesel,Dealer,,First Owner,670000
Chevrolet Cruze LTZ AT,201773000,Diesel,Dealer,,First Owner,950000
Honda City i-VTEC SV,201417000,Petrol,Dealer,,First Owner,690000
Volkswagen Polo 2015-2019 1.2 MPI Highline,201718591,Petrol,Dealer,,First Owner,670000
Tata Nexon 1.5 Revotorq XZ,201726766,Diesel,Dealer,,First Owner,925000
Hyundai EON Magna Plus,201530000,Petrol,Individual,,First Owner,250000
Tata Sumo Gold EX,201642000,Diesel,Individual,,First Owner,509999
Honda City i DTEC VX,2014110000,Diesel,Individual,,First Owner,520000
Tata Indica DLE,2005100000,Diesel,Individual,,First Owner,100000
Tata Indica DLS,2006300000,Diesel,Individual,,Second Owner,85000
Tata Indigo LX,2009110000,Diesel,Individual,,Third Owner,130000
Ford EcoSport 1.5 TDCi Titanium BSIV,201827620,Diesel,Dealer,,First Owner,950000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,201570000,Petrol,Individual,,First Owner,450000
Honda City S,201250000,Petrol,Individual,,Second Owner,320000
Maruti Swift Dzire VDI,201550000,Diesel,Individual,,First Owner,480000
Mercedes-Benz New C-Class C 220 CDI Grand Edition,201446000,Diesel,Individual,,First Owner,2490000
Toyota Innova 2.5 VX 8 STR,201282000,Diesel,Individual,,First Owner,790000
Maruti Omni MPI STD BSIV,2016120000,Petrol,Individual,,First Owner,120000
Maruti Alto LXi,200680000,Petrol,Individual,,Third Owner,75000
Tata Indica GLS BS IV,201070000,Petrol,Individual,,First Owner,99000
Maruti S-Cross Zeta DDiS 200 SH,201820000,Diesel,Individual,,First Owner,1015000
Mahindra Xylo D4 BSIV,2013200000,Diesel,Individual,,Second Owner,250000
Toyota Innova Crysta 2.5 VX BS IV,2011120000,Diesel,Individual,,First Owner,520000
Hyundai Verna CRDi 1.6 AT SX Option,201830000,Diesel,Individual,,First Owner,1100000
Toyota Innova 2.5 V Diesel 7-seater,2005223000,Diesel,Individual,,First Owner,200000
Maruti Swift Dzire VDI,201660000,Diesel,Individual,,First Owner,525000
Hyundai i20 Asta 1.2,201640000,Petrol,Individual,,First Owner,500000
Mahindra Scorpio S2 7 Seater,2016161327,Diesel,Individual,,First Owner,675000
Hyundai i10 Magna 1.2 iTech SE,200960000,Petrol,Individual,,Third Owner,150000
Mahindra Bolero DI,200750000,Diesel,Individual,,First Owner,250000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,20186000,Petrol,Individual,,First Owner,450000
Hyundai Santro Xing XS,200968000,Petrol,Individual,,Second Owner,150000
Chevrolet Beat Diesel LS,201285000,Diesel,Individual,,First Owner,200000
Mahindra Scorpio VLS AT 2.2 mHAWK,201170000,Diesel,Individual,,First Owner,525000
Maruti Esteem VX,199935000,Petrol,Individual,,Second Owner,60000
Maruti Swift Vdi BSIII,2010100000,Diesel,Individual,,Second Owner,180000
Honda Amaze S i-Dtech,2015110000,Diesel,Individual,,First Owner,475000
Mahindra Scorpio VLS AT 2.2 mHAWK,2010195000,Diesel,Individual,,Second Owner,380000
Maruti Alto 800 LXI,201546000,Petrol,Individual,,Second Owner,285000
Maruti Alto LXi BSIII,200860000,Petrol,Individual,,Second Owner,91200
Datsun RediGO T Option,201746000,Petrol,Individual,,First Owner,250000
Hyundai Grand i10 CRDi Sportz,201542000,Diesel,Individual,,First Owner,400000
Hyundai Santro Xing XG AT,200690000,Petrol,Individual,,Second Owner,160000
Skoda Yeti Ambition 4X2,201285000,Diesel,Individual,,Second Owner,650000
Hyundai Verna 1.6 SX,2012120000,Diesel,Individual,,Third Owner,409999
Ford Ecosport 1.5 DV5 MT Titanium,201372000,Diesel,Individual,,First Owner,425000
Maruti Wagon R LXI CNG,201371000,CNG,Individual,,Second Owner,250000
Maruti Swift Dzire VXi,2009110000,Petrol,Individual,,Fourth & Above Owner,200000
Maruti Wagon R LXI CNG,201371000,CNG,Individual,,Second Owner,250000
Volkswagen Polo Diesel Trendline 1.2L,2010144000,Diesel,Individual,,Fourth & Above Owner,130000
Maruti Eeco 5 Seater AC BSIV,201730000,Petrol,Dealer,,First Owner,260000
Hyundai Verna SX,200765000,Petrol,Dealer,,First Owner,155000
Honda Jazz 1.5 VX i DTEC,201538000,Diesel,Individual,,First Owner,450000
Maruti SX4 Celebration Petrol,201290000,Petrol,Individual,,Second Owner,220000
Hyundai i20 Active S Diesel,201837000,Diesel,Dealer,,First Owner,650000
Maruti Alto 800 LXI,201830000,Petrol,Dealer,,First Owner,285000
Honda Amaze V CVT Petrol BSIV,201826000,Petrol,Dealer,,First Owner,725000
Maruti Ciaz ZXi,201630000,Petrol,Dealer,,First Owner,625000
Hyundai i20 Active SX Petrol,201623000,Petrol,Dealer,,First Owner,550000
Hyundai i10 Magna,201240000,Petrol,Dealer,,First Owner,240000
Nissan Terrano XL 85 PS,201427000,Diesel,Dealer,,First Owner,600000
Tata New Safari DICOR 2.2 EX 4x2,201265000,Diesel,Dealer,,First Owner,350000
Hyundai EON Magna Plus,201532000,Petrol,Dealer,,First Owner,245000
Mahindra Bolero B6,201656000,Diesel,Dealer,,First Owner,600000
BMW X1 sDrive 20d xLine,201730000,Diesel,Individual,,First Owner,2400000
Mahindra Scorpio SLE BS IV,201480000,Diesel,Dealer,,First Owner,620000
Maruti Swift Dzire 1.2 Vxi BSIV,201452000,Petrol,Dealer,,Second Owner,395000
Maruti Ertiga ZXI,201413250,Petrol,Dealer,,First Owner,635000
Maruti Alto LX,201136000,Petrol,Dealer,,First Owner,180000
Maruti Swift ZDI Plus,201573000,Diesel,Dealer,,Second Owner,484999
Maruti Alto LX,200460000,Petrol,Individual,,First Owner,110000
Maruti Wagon R VXI BSIII,200660000,Petrol,Individual,,Second Owner,150000
Chevrolet Tavera Neo 2 LT L 9 Str,2012110000,Diesel,Individual,,First Owner,400000
Tata Indica Vista Aura Plus 1.3 Quadrajet,201270000,Diesel,Individual,,Second Owner,200000
Renault Duster 85PS Diesel RxL Plus,201360000,Diesel,Individual,,Second Owner,302000
Maruti Swift Dzire Vdi BSIV,201190000,Diesel,Individual,,Fourth & Above Owner,215000
Maruti Wagon R VXI BSIII,200480000,Petrol,Individual,,Second Owner,155000
Toyota Innova 2.5 G (Diesel) 8 Seater,2014101000,Diesel,Individual,,Second Owner,1000000
Mahindra Bolero Power Plus SLX,201844000,Diesel,Individual,,First Owner,550000
Maruti Swift 1.3 VXi,200645000,Petrol,Individual,,First Owner,200000
Mahindra Scorpio S2 7 Seater,2017120000,Diesel,Individual,,First Owner,750000
Maruti Zen LXI,200590000,Petrol,Individual,,Second Owner,90000
Maruti Wagon R LXI Minor,2007120000,Petrol,Individual,,Second Owner,80000
Hyundai EON D Lite Plus,201313500,Petrol,Individual,,First Owner,229999
Renault KWID 1.0 RXT Optional,201710000,Petrol,Individual,,First Owner,350000
Hyundai Grand i10 Magna,201525000,Petrol,Individual,,Third Owner,325000
Tata Tigor 1.2 Revotron XT,20188500,Petrol,Individual,,First Owner,450000
Maruti SX4 Celebration Diesel,2012120000,Diesel,Individual,,First Owner,250000
Volkswagen Polo Diesel Comfortline 1.2L,2012120000,Diesel,Individual,,First Owner,225000
Maruti Alto LXi,200990246,Petrol,Individual,,Third Owner,150000
Maruti Alto LX BSIII,200890000,Petrol,Individual,,Second Owner,110000
Maruti Alto LXi BSIII,201040000,Petrol,Individual,,Second Owner,150000
Maruti Gypsy King Hard Top,200060000,Petrol,Individual,,Fourth & Above Owner,165000
Renault Duster 85PS Diesel RxL,201732000,Diesel,Individual,,Second Owner,610000
Tata Manza Club Class Quadrajet90 VX,201360400,Diesel,Individual,,First Owner,170000
Hyundai Verna CRDi,200870950,Diesel,Individual,,Second Owner,150000
Hyundai i20 Asta 1.4 CRDi,201390000,Diesel,Individual,,First Owner,300000
Hyundai Xcent 1.1 CRDi Base,201572000,Diesel,Individual,,First Owner,375000
Maruti Swift VDI,201390000,Diesel,Individual,,First Owner,390000
Hyundai i20 Active 1.2 S,201710000,Petrol,Individual,,First Owner,600000
Maruti Alto 800 LXI,201425000,Petrol,Individual,,Second Owner,204999
Hyundai Verna CRDi,200980000,Diesel,Individual,,Second Owner,270000
Hyundai Grand i10 Sportz,201710000,Petrol,Individual,,First Owner,375000
Maruti Baleno Zeta,20201100,Petrol,Individual,,First Owner,700000
Maruti Swift VXI Deca,201740000,Petrol,Individual,,First Owner,455000
Hyundai i10 Sportz 1.1L,201710000,Petrol,Individual,,First Owner,375000
Hyundai Grand i10 Asta,201431491,Petrol,Individual,,First Owner,341000
Maruti Swift Dzire VDI,2014107143,Diesel,Individual,,Second Owner,200000
Maruti Ignis 1.2 AMT Delta BSIV,201715000,Petrol,Individual,,First Owner,450000
Hyundai Santro Xing GL Plus,201250000,Petrol,Individual,,Second Owner,170000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017100000,Diesel,Individual,,First Owner,1900000
Mahindra Bolero Power Plus LX,201660000,Diesel,Individual,,First Owner,500000
Maruti Vitara Brezza ZDi Plus,201685000,Diesel,Individual,,First Owner,819999
Maruti Swift 1.2 DLX,201440000,Petrol,Individual,,Second Owner,351000
Hyundai i10 Magna 1.2 iTech SE,201180000,Petrol,Individual,,Second Owner,195000
Maruti Swift Dzire VDi,200882000,Diesel,Individual,,Second Owner,250000
Maruti Zen Estilo 1.1 VXI BSIII,200870000,Petrol,Individual,,Second Owner,120000
Maruti A-Star Vxi,200970000,Petrol,Individual,,Third Owner,180000
Mahindra KUV 100 mFALCON D75 K6,201620000,Diesel,Individual,,First Owner,430000
Tata Nano Cx BSIV,201235000,Petrol,Individual,,Second Owner,75000
Mahindra Xylo D4,201780000,Diesel,Individual,,First Owner,750000
Tata Nano Lx,201140000,Petrol,Individual,,First Owner,60000
Toyota Innova 2.5 VX (Diesel) 8 Seater,201546412,Diesel,Individual,,First Owner,1500000
Mahindra Bolero SLX 2WD BSIII,2011150000,Diesel,Individual,,Fourth & Above Owner,390000
Mahindra TUV 300 T4,201650000,Diesel,Individual,,First Owner,630000
Tata Safari Storme VX Varicor 400,201815000,Diesel,Individual,,First Owner,1085000
Hyundai i10 Magna 1.2 iTech SE,201260000,Petrol,Individual,,Second Owner,190000
Maruti Baleno Delta Automatic,201825000,Petrol,Individual,,First Owner,550000
Maruti Alto 800 LXI,201290000,Petrol,Individual,,Third Owner,200000
Chevrolet Spark 1.0 LT,201160000,Petrol,Individual,,First Owner,165000
Ford Figo Diesel Celebration Edition,201365000,Diesel,Individual,,First Owner,260000
Maruti Alto LX,201140000,Petrol,Individual,,First Owner,151000
Maruti Vitara Brezza VDi,201850000,Diesel,Individual,,First Owner,780000
Tata Indica Vista Quadrajet LX,201280000,Diesel,Individual,,Third Owner,175000
Tata Indica Vista TDI LS,2010107500,Diesel,Dealer,,First Owner,170000
Tata Indica Vista TDI LS,2013135000,Diesel,Dealer,,Second Owner,210000
Maruti Alto LXi,200743826,Petrol,Dealer,,Second Owner,90000
Hyundai i20 Active S Petrol,201655838,Petrol,Dealer,,First Owner,535000
Maruti Swift VDI BSIV,2007112880,Diesel,Dealer,,First Owner,195000
Tata Indica Vista Terra Quadrajet 1.3L,201190000,Diesel,Individual,,Third Owner,140000
Nissan Sunny XL,201240000,Petrol,Individual,,First Owner,350000
Hyundai Verna 1.6 SX VTVT (O),201366000,Petrol,Individual,,First Owner,425000
Renault KWID 1.0 RXT Optional,201730300,Petrol,Individual,,First Owner,300000
Volkswagen Vento Diesel Style Limited Edition,201385000,Diesel,Individual,,Second Owner,340000
Maruti Swift Dzire VXi,200980659,Petrol,Dealer,,First Owner,250000
Chevrolet Aveo 1.4 LS,200881324,Petrol,Dealer,,First Owner,170000
Honda Amaze S i-Dtech,2013127884,Diesel,Dealer,,First Owner,315000
Chevrolet Beat PS,201550000,Petrol,Individual,,First Owner,200000
Chevrolet Beat PS,201625000,Petrol,Individual,,First Owner,300000
Honda Amaze S i-Dtech,201566755,Diesel,Dealer,,First Owner,300000
Honda City E,2013123084,Petrol,Dealer,,First Owner,380000
Maruti Swift VXI BSIII,2009806599,Petrol,Dealer,,First Owner,250000
Honda Amaze S i-Dtech,201395851,Diesel,Dealer,,First Owner,310000
Maruti Wagon R VXI Minor ABS,201050000,Petrol,Individual,,First Owner,260000
Maruti Omni BSIII 8-STR W/ IMMOBILISER,200850000,Petrol,Individual,,Second Owner,150000
